dep_var,ind_var,RR,RR.LCI,RR.UCI,p,Evalue
dv_sr_sleep_abn,extbcsz,2.27976828516092,1.46135428040954,3.5565252750134,0.000334027731005409,2.28245235765839
dv_sd_sleep_abn,extbcsz,1.66859127699716,0.947853166792968,2.93737146977233,0.0772410354356335,1
dv_pal_sleep_abn,extbcsz,1.05333600398751,0.7341133418433,1.51136980361978,0.778124939933946,1
dv_vdb_sleep_abn,extbcsz,1.33560382410784,0.879304801794464,2.0286908149837,0.176179540008727,1
dv_winkler_sleep_abn,extbcsz,1.77911891541941,1.2481503219533,2.53596386551391,0.00163989500169039,1.80468325380804
