dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,BD3MRUTT,2.31741300340188,1.88641139149672,2.8468885697701,1.0692916243136e-14
BD9WEMWB,BD3MRUTT,0.76441435734237,0.724213078979532,0.806847220343646,2.10175460141948e-20
