dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,intbcsz,3.45093351128157,2.86304797427067,4.15953284971406,2.04085236739227e-31
BD9WEMWB,intbcsz,0.743359515560413,0.704645149556781,0.784200912646294,7.31248835532522e-24
