dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,rd6m_1,1.40419109529127,1.15884828952238,1.70147606888902,0.000613182341096531
BD9WEMWB,rd6m_1,0.906384214311826,0.848391580170695,0.96834099153645,0.0038482729498149
