dep_var,ind_var,RR,RR.LCI,RR.UCI,p,Evalue
dv_sr_sleep_abn,d119,1.26378696303235,0.880956512759072,1.81298107772468,0.204253657296382,1
dv_sd_sleep_abn,d119,1.27566512296155,0.788013166040436,2.06509431069202,0.322705110060686,1
dv_pal_sleep_abn,d119,0.869354797386738,0.666887348727677,1.1332914999531,0.301489157073731,1
dv_vdb_sleep_abn,d119,1.14932652972704,0.840728930898091,1.57119783010599,0.38371621747047,1
dv_winkler_sleep_abn,d119,1.68031416957748,1.22605792272681,2.30287301777989,0.00140905752159625,1.75251789950983
