dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,extbcsz,2.43527926691526,2.02273818701686,2.931958839722,8.7292274417714e-19
BD9WEMWB,extbcsz,0.758931307821854,0.709120071160251,0.812241471391137,3.46359634727098e-14
