dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,dv_cds_10,1.77732244965818,1.38950639067162,2.27337931747986,6.6842103754759e-06
BD9WEMWB,dv_cds_10,0.846856558133874,0.793919798306652,0.903323020264757,7.73163474873516e-07
