dep_var,ind_var,RR,RR.LCI,RR.UCI,p,Evalue
dv_sr_sleep_abn,extbcsz,1.50475346897602,0.973169044176879,2.32671087920858,0.0671182154601458,1
dv_sd_sleep_abn,extbcsz,1.30010234908046,0.730931661647316,2.31248173635704,0.372618830336549,1
dv_pal_sleep_abn,extbcsz,1.03766960381174,0.720266386165028,1.49494440856513,0.84281908454181,1
dv_vdb_sleep_abn,extbcsz,1.25450153599694,0.824283689674073,1.90926270109864,0.291112764891348,1
dv_winkler_sleep_abn,extbcsz,1.64391796059468,1.15492732689587,2.3399448590668,0.00623593241883672,1.5779282766761
