dep_var,ind_var,impRR,impRR.LCI,impRR.UCI,impP
BD9MAL,d119,1.8184133322427,1.53706214720901,2.15126437983145,1.18245837362073e-11
BD9WEMWB,d119,0.837414771433096,0.801776200434549,0.874637459972336,1.17907645056098e-14
